3406,1111 S Michigan Ave,"(41.868888; -87.62404)"
3381,2001 W Melrose St,"(41.940343; -87.678619)"
3669,2045 W Pratt Blvd,"(42.005158; -87.681339)"
3999,154 N Wabash Ave,"(41.884626; -87.626412)"
4864,150 N Lake Shore Dr,"(41.900986; -87.62285)"
684,2138 N Halsted St,"(41.920705; -87.648783)"
4409,1212 S Plymouth Ct,"(41.866797; -87.628676)"
6282,1549 W Berwyn Ave,"(41.977866; -87.668995)"
1339,1645 W 18th Pl,"(41.85672; -87.667501)"
3666,1800 S Prairie Ave,"(41.85779; -87.620905)"
4128,10800 S Western Ave,"(41.697187; -87.681414)"
2563,1348 W Devon Ave,"(41.998281; -87.664583)"
4974,1167 W 18th St,"(41.857163; -87.654219)"
1115,1627 N Damen Ave,"(41.911227; -87.677309)"
1325,1120 W 112th St,"(41.689556; -87.650119)"
2468,10241 S Commercial Ave,"(41.7092; -87.552366)"
6391,174 N Michigan Ave,"(41.885104; -87.62466)"
1286,1329 E 57th St,"(41.791331; -87.593923)"
5869,225 W 33rd St,"(41.834464; -87.632962)"
2599,1635 W Division St,"(41.90317; -87.668937)"
2359,2001 N Clark St,"(41.918511; -87.636035)"
2252,1119 W Bryn Mawr Ave,"(41.983518; -87.658475)"
4511,2010 N Damen Ave,"(41.918097; -87.677807)"
4453,10810 S Avenue H H,"(41.69875; -87.533011)"
6379,1 E Erie St,"(41.893974; -87.627945)"
3232,2221 S Lawndale Ave,"(41.851144; -87.717225)"
5472,1970 W Lawrence Ave,"(41.968843; -87.678235)"
5149,1845 N Larrabee St,"(41.915461; -87.6434)"
5164,2022 W Cermak Rd,"(41.852303; -87.67655)"
5437,111 W Washington St,"(41.88309; -87.631314)"
450,153 W Ohio St,"(41.892269; -87.633068)"
5488,1734 W Division St,"(41.90338; -87.671353)"
7110,1281 N Milwaukee Ave,"(41.904983; -87.668733)"
1571,1201 W 95th St,"(41.720172; -87.65316)"
3670,1200 W Pratt Blvd,"(42.00567; -87.661205)"
6892,1101 S Canal St,"(41.868482; -87.639083)"
3267,1003 N Leavitt St,"(41.899628; -87.681865)"
3012,1400 E Hyde Park Blvd,"(41.802526; -87.591684)"
4765,2200 S Lake Shore Dr,"(41.855522; -87.615832)"
1263,16 W Ontario St,"(41.893413; -87.628754)"
287,1041 N California Ave,"(41.900579; -87.696748)"
2365,100 N Clark St,"(41.883306; -87.63097)"
3905,2300 N Stockton Dr,"(41.92382; -87.635923)"
7185,1400 W 47th St,"(41.808746; -87.66026)"
1534,2100 E 87th St,"(41.73715; -87.57319)"
5434,200 W Jackson Blvd,"(41.878211; -87.633925)"
4025,123 N Wacker Dr,"(41.883944; -87.636685)"
2065,1713 S Ashland Ave,"(41.858264; -87.666101)"
3781,2125 W Roscoe St,"(41.943038; -87.681785)"
1237,1438 N Ashland Ave,"(41.908023; -87.667801)"
1513,1656 W 79th St,"(41.750456; -87.665135)"
40,125 S Wacker Dr,"(41.880302; -87.636523)"
4357,1408 W Madison St,"(41.881652; -87.662645)"
691,2105 N California Ave,"(41.919825; -87.697085)"
3698,2300 S Pulaski Rd,"(41.849467; -87.72488)"
4501,2156 W Belmont Ave,"(41.939663; -87.682198)"
6887,1919 N Milwaukee Ave,"(41.916533; -87.686691)"
3205,1200 S Lake Shore Dr,"(41.86517; -87.615542)"
3328,2237 W Lunt Ave,"(42.008606; -87.686831)"
3715,180 W Quincy Ct,"(41.878887; -87.633125)"
3038,1804 W Irving Park Rd,"(41.954339; -87.674507)"
2371,181 S Clark St,"(41.879628; -87.630621)"
2147,1338 W Belmont Ave,"(41.939878; -87.662344)"
2113,1038 W Balmoral Ave,"(41.980153; -87.656664)"
5191,1309 W 95th St,"(41.721109; -87.655776)"
4595,1601 N Western Ave,"(41.910408; -87.687027)"
2543,201 S Dearborn St,"(41.879326; -87.629183)"
6466,1500 S Lynn White Dr,"(41.861735; -87.609595)"
4080,1411 N Wells St,"(41.907954; -87.63444)"
2512,1401 N Damen Ave,"(41.907261; -87.677236)"
2153,1317 W Belmont Ave,"(41.9397; -87.661167)"
1488,2000 E 71st St,"(41.766333; -87.576154)"
6320,160 N LaSalle St,"(41.884739; -87.632608)"
4518,1150 N Damen Ave,"(41.902555; -87.677423)"
7365,11050 S Halsted St,"(41.693201; -87.642652)"
1396,220 W 45th Pl,"(41.811804; -87.632093)"
1491,1900 E 71st St,"(41.76528; -87.576869)"
1500,1756 W 74th St,"(41.75914; -87.663872)"
1560,14 W 95th St,"(41.721787; -87.624939)"
7086,107 E 111th St,"(41.692488; -87.620678)"
4725,1245 S Loomis St,"(41.865818; -87.661325)"
4132,10126 S Western Ave,"(41.709433; -87.681897)"
1172,1505 W Chicago Ave,"(41.895979; -87.665394)"
5195,2030 W Taylor St,"(41.869152; -87.677177)"
6129,1720 N California Ave,"(41.912778; -87.697248)"
3491,1457 N Milwaukee Ave,"(41.908294; -87.673926)"
4809,1351 W Addison St,"(41.946949; -87.663107)"
6562,1300 W Loyola Ave,"(42.001551; -87.663739)"
1283,1601 E 55th St,"(41.795117; -87.585248)"
1566,1948 W 95th St,"(41.721305; -87.67021)"
7338,1132 S Homan Ave,"(41.867171; -87.710681)"
985,1016 N Dearborn St,"(41.900886; -87.630069)"
4088,201 W Alexander St,"(41.851293; -87.632258)"
4156,1771 W Wilson Ave,"(41.96505; -87.67332)"
1205,1647 N Damen Ave,"(41.911733; -87.677311)"
4515,1140 W Jackson Blvd,"(41.877967; -87.655631)"
3344,146 W Madison St,"(41.882108; -87.632167)"
4253,1323 W Diversey Pky,"(41.932361; -87.661994)"
4464,1615 W Chicago Ave,"(41.89594; -87.667909)"
4911,1215 W Lake St,"(41.885359; -87.657262)"
6417,1800 W Fullerton Ave,"(41.925228; -87.672775)"
2997,1511 W Howard St,"(42.019179; -87.668703)"
6077,1520 W Jarvis Ave,"(42.016158; -87.668712)"
3222,209 S LaSalle St,"(41.879265; -87.63208)"
4131,10557 S Western Ave,"(41.701719; -87.68128)"
4140,10303 S Western Ave,"(41.706159; -87.681431)"
862,17 N Elizabeth St,"(41.88189; -87.658624)"
3263,2074 N Leavitt St,"(41.919543; -87.682764)"
3737,150 E Randolph St,"(41.884609; -87.623301)"
4877,2235 N Hamilton Ave,"(41.92185; -87.681263)"
302,230 E Ohio St,"(41.892715; -87.621849)"
3521,100 W Monroe St,"(41.88079; -87.631001)"
1234,1303 N Ashland Ave,"(41.9054; -87.667375)"
5964,143 W Burton Pl,"(41.908989; -87.633501)"
5967,1325 W Randolph St,"(41.883938; -87.659587)"
7417,1636 E 87th St,"(41.737054; -87.583998)"
6893,225 N Columbus Dr,"(41.88601; -87.620485)"
5090,13330 S Baltimore Ave,"(41.653037; -87.547274)"
6726,1530 S State St,"(41.861311; -87.627539)"
1424,1416 E 53rd St,"(41.799645; -87.591103)"
2105,2036 N Avers Ave,"(41.917925; -87.723064)"
5406,1000 W Wellington Ave,"(41.936331; -87.654096)"
4574,211 W 79th St,"(41.750712; -87.629949)"
7109,1379 N Milwaukee Ave,"(41.906988; -87.671878)"
603,1650 W Foster Ave,"(41.976289; -87.670864)"
3258,1117 W Lawrence Ave,"(41.968919; -87.658265)"
4087,1 S Wells St,"(41.881877; -87.633745)"
1552,1710 E 93rd St,"(41.72614; -87.5823)"
5498,1543 W Division St,"(41.90323; -87.666774)"
6899,1425 N Ashland Ave,"(41.907719; -87.667497)"
3397,11114 S Michigan Ave,"(41.692158; -87.621199)"
6416,2119 N Clark St,"(41.920657; -87.637308)"
4422,180 N LaSalle St,"(41.88526; -87.632625)"
5946,1824 S Wood St,"(41.857061; -87.671225)"
2625,10330 S Elizabeth St,"(41.705999; -87.65381)"
4942,2233 S Kedzie Ave,"(41.851075; -87.705045)"
2284,200 S Central Ave,"(41.878264; -87.764886)"
4368,1425 N Tripp Ave,"(41.906681; -87.732349)"
6082,1550 N Kingsbury St,"(41.909336; -87.652971)"
5446,120 S LaSalle St,"(41.880298; -87.632474)"
1499,1619 E 73rd St,"(41.762268; -87.585356)"
3421,101 N Michigan Ave,"(41.883379; -87.624059)"
6079,2100 N Lincoln Ave,"(41.9202; -87.641706)"
1353,2114 W 22nd Pl,"(41.851356; -87.6788)"
5185,11250 S Ada St,"(41.687054; -87.655762)"
5137,2140 N Clark St,"(41.920867; -87.637824)"
4484,1601 W North Ave,"(41.91058; -87.667759)"
706,1845 W Cortland St,"(41.915867; -87.674261)"
4726,1445 S Washtenaw Ave,"(41.861764; -87.693108)"
1233,1999 W North Ave,"(41.910405; -87.677443)"
1407,2251 W 50th Pl,"(41.80193; -87.680903)"
4467,2235 N Sheffield Ave,"(41.922397; -87.653285)"
7280,1859 S Ashland Ave,"(41.856492; -87.665941)"
1251,2048 W Division St,"(41.903287; -87.678518)"
3435,12 S Michigan Ave,"(41.881866; -87.624658)"
2357,1825 N Clark St,"(41.915106; -87.633842)"
147,2016 W Roscoe St,"(41.943333; -87.679118)"
6203,111 S Halsted St,"(41.880337; -87.647151)"
4818,1731 W Erie St,"(41.893148; -87.67048)"
6966,11206 S Michigan Ave,"(41.690531; -87.621196)"
2117,1630 W Barry Ave,"(41.937994; -87.669441)"
686,2210 N Halsted St,"(41.922093; -87.648841)"
5105,1000 E 75th St,"(41.757695; -87.599148)"
4987,1700 W 19th St,"(41.85606; -87.668846)"
2,2024 S Western Ave,"(41.854533; -87.685871)"
5186,10001 S Woodlawn Ave,"(41.712854; -87.59227)"
739,1059 N Wolcott Ave,"(41.900624; -87.674547)"
1345,1405 W 18th St,"(41.857721; -87.661587)"
6539,226 S Wabash Ave,"(41.879112; -87.626257)"
2263,2211 N California Ave,"(41.922314; -87.69725)"
5509,2000 W North Ave,"(41.910507; -87.677593)"
5476,2300 W Lawrence Ave,"(41.968739; -87.686619)"
6882,1916 N Western Ave,"(41.916255; -87.687551)"
1170,2008 S Blue Island Ave,"(41.854822; -87.663913)"
4952,2131 W Monroe St,"(41.879825; -87.679892)"
4159,1050 W Wilson Ave,"(41.965532; -87.656456)"
3079,1500 N Kedzie Ave,"(41.908391; -87.707047)"
4188,1052 W Bryn Mawr Ave,"(41.983807; -87.657025)"
2168,1127 W Berwyn Ave,"(41.978023; -87.658448)"
5071,1800 W Leland Ave,"(41.967084; -87.674803)"
440,1800 W Lawrence Ave,"(41.968913; -87.674871)"
3923,1201 W Taylor St,"(41.869314; -87.656897)"
3990,1 S Wabash Ave,"(41.881969; -87.626054)"
1542,1659 E 87th St,"(41.73585; -87.583389)"
2070,1336 N Ashland Ave,"(41.905846; -87.667749)"
6234,115 N Carpenter St,"(41.883476; -87.653044)"
3626,1434 N Parkside Ave,"(41.906413; -87.767179)"
3326,1263 W Loyola Ave,"(42.001313; -87.662222)"
5230,1522 W Montrose Ave,"(41.96175; -87.668152)"
3030,2256 W Irving Park Rd,"(41.954186; -87.685301)"
3052,1851 W Irving Park Rd,"(41.953999; -87.67527)"
5237,1829 W montrose Ave,"(41.961412; -87.675358)"
3387,1222 S Michigan Ave,"(41.867041; -87.624318)"
703,1019 W Diversey Pky,"(41.932478; -87.654604)"
6074,1928 W Montrose Ave,"(41.96162; -87.677099)"
6707,2240 W Armitage Ave,"(41.917783; -87.683577)"
129,1130 W Taylor St,"(41.869578; -87.655477)"
6250,1722 S Halsted St,"(41.858502; -87.646818)"
2012,1226 W Ainslie St,"(41.971585; -87.660161)"
6107,13323 S Baltimore Ave,"(41.653153; -87.547004)"
5287,2151 W 95th St,"(41.720832; -87.676382)"
2516,2056 N Damen Ave,"(41.919353; -87.677722)"
5059,1601 W Grand Ave,"(41.890895; -87.667242)"
2274,1501 W Catalpa Ave,"(41.98158; -87.668568)"
3362,22 W Maple St,"(41.90202; -87.629173)"
7367,11421 S Halsted St,"(41.686405; -87.641945)"
4193,1754 W Balmoral Ave,"(41.979903; -87.673368)"
3918,2101 W Superior St,"(41.894821; -87.67973)"
4842,1900 W Van Buren St,"(41.876353; -87.6742)"
2485,2230 W Cortland St,"(41.916261; -87.683246)"
1994,1818 W Addison St,"(41.947058; -87.674385)"
1127,1942 W Chicago Ave,"(41.896091; -87.676098)"
6742,1380 W Randolph St,"(41.884391; -87.66172)"
5887,1820 N Wells St,"(41.914917; -87.634955)"
3786,1313 S Sacramento Dr,"(41.863873; -87.701902)"
5949,1560 N Milwaukee Ave,"(41.909738; -87.676695)"
4035,100 E Walton Pl,"(41.900133; -87.624935)"
6176,200 S Michigan Ave,"(41.87941; -87.624565)"
400,1959 W Division St,"(41.903106; -87.676581)"
2351,1450 N Cicero Ave,"(41.906919; -87.74623)"
2445,2058 N Cleveland Ave,"(41.919319; -87.64144)"
4089,2242 S Wentworth Ave,"(41.851674; -87.632156)"
5283,1130 S Michigan Ave,"(41.86847; -87.624161)"
3971,185 N Wabash Ave,"(41.885405; -87.626072)"
5015,1424 E 53rd St,"(41.799648; -87.59085)"
1570,1766 W 95th St,"(41.720408; -87.667092)"
3092,2055 S Keeler Ave,"(41.853832; -87.729502)"
3209,1400 S Lake Shore Dr,"(41.865144; -87.617366)"
1480,230 W 69th St,"(41.769189; -87.630802)"
4869,1650 W Cornelia Ave,"(41.945301; -87.67043)"
5323,2201 W Roscoe St,"(41.943058; -87.68347)"
4066,1350 N Wells St,"(41.906999; -87.634755)"
232,1820 W Hubbard St,"(41.889938; -87.672639)"
6600,10340 S Kedzie Ave,"(41.705247; -87.701424)"
3954,1900 W Van Buren St,"(41.876353; -87.6742)"
5069,1956 W School St,"(41.941523; -87.67733)"
4739,13403 S Brandon Ave,"(41.651613; -87.545721)"
4705,2017 W Montrose Ave,"(41.961356; -87.679641)"
6248,1700 S Halsted St,"(41.859044; -87.646779)"
6253,2030 S Halsted St,"(41.85453; -87.646652)"
4085,1533 N Wells St,"(41.909887; -87.634506)"
4283,2235 N Milwaukee Ave,"(41.92173; -87.695394)"
6394,1 N State St,"(41.882136; -87.627724)"
2135,2000 W Belmont Ave,"(41.939711; -87.678607)"
3225,203 N LaSalle St,"(41.885856; -87.632338)"
2534,1440 N Dayton St,"(41.907562; -87.649524)"
2041,1001 W Armitage Ave,"(41.917967; -87.653438)"
1061,2107 N Western Ave,"(41.92018; -87.687301)"
6999,105 S Wabash Ave,"(41.880608; -87.625951)"
3722,1725 S Racine Ave,"(41.85859; -87.656249)"
4294,1623 N Sheffield Ave,"(41.911523; -87.653075)"
5469,1765 W Lawrence Ave,"(41.968701; -87.673272)"
3332,1157 W Lunt Ave,"(42.009069; -87.661341)"
6897,216 S Jefferson St,"(41.878821; -87.642728)"
6117,23 W Illinois St,"(41.890714; -87.628916)"
333,1640 S Blue Island Ave,"(41.85899; -87.660398)"
7067,2211 N California Ave,"(41.922314; -87.69725)"
3890,1121 S State St,"(41.868759; -87.627208)"
4427,121 N LaSalle St,"(41.883913; -87.632314)"
2086,1331 N Ashland Ave,"(41.905772; -87.667385)"
2364,2 N Clark St,"(41.882056; -87.630967)"
7094,134 W 111th St,"(41.692663; -87.62662)"
6284,1869 N Damen Ave,"(41.915765; -87.677394)"
6735,135 S Lasalle St,"(41.879971; -87.63221)"
6091,1030 W Van Buren St,"(41.876708; -87.652787)"
3486,1258 N Milwaukee Ave,"(41.904533; -87.668597)"
1537,100 W 87th St,"(41.736354; -87.626741)"
3062,1546 W Jarvis Ave,"(42.016146; -87.669159)"
270,1531 E 53rd St,"(41.799461; -87.587921)"
1493,1835 E 71st St,"(41.765061; -87.581229)"
6779,1629 N Damen Ave,"(41.911277; -87.677307)"
1031,212 W Washington St,"(41.883343; -87.634153)"
4542,1525 W Homer St,"(41.917349; -87.666405)"
1522,2000 E 79th St,"(41.751708; -87.575836)"
5270,1104 S Wabash Ave,"(41.869004; -87.626027)"
5041,1224 N Milwaukee Ave,"(41.904007; -87.667711)"
4399,110 N Paulina St,"(41.883627; -87.669535)"
2139,1362 W Belmont Ave,"(41.93987; -87.662801)"
6119,1928 W Division St,"(41.903285; -87.67589)"
498,2145 N Maplewood Ave,"(41.920596; -87.691184)"
5222,1210 W Berwyn Ave,"(41.978311; -87.660361)"
6918,1722 N Western Ave,"(41.912521; -87.687316)"
5849,201 E 71st St,"(41.765576; -87.620033)"
2553,101 S Dearborn St,"(41.88065; -87.629315)"
4647,1800 W Division St,"(41.903325; -87.672499)"
4151,1145 W Wilson Ave,"(41.965256; -87.659017)"
724,1325 S Wabash Ave,"(41.865246; -87.625583)"
5130,1600 N Lake Shore Dr,"(41.913555; -87.623275)"
1467,220 W 63rd St,"(41.780111; -87.630941)"
2989,13112 S Houston Ave,"(41.656961; -87.548521)"
3978,209 S Wabash Ave,"(41.879303; -87.625901)"
5108,10063 S Ewing Ave,"(41.712291; -87.535134)"
1547,1240 W 91st St,"(41.728718; -87.654584)"
4264,10610 S Ewing Ave,"(41.702395; -87.535447)"
3671,1404 W Pratt Blvd,"(42.005597; -87.666079)"
6174,180 N LaSalle St,"(41.88526; -87.632625)"
6338,1932 S Halsted St,"(41.855844; -87.646755)"
994,1620 N Wells St,"(41.911599; -87.634912)"
5271,1415 S Wabash Ave,"(41.863547; -87.625536)"
6208,1558 N Elston Ave,"(41.909911; -87.661862)"
922,1301 W Madison St,"(41.88149; -87.659763)"
4754,13336 S Baltimore Ave,"(41.652949; -87.547274)"
214,1256 N Wells St,"(41.905227; -87.634697)"
5215,2148 N Damen Ave,"(41.920886; -87.677849)"
3057,200 W Jackson Blvd,"(41.878211; -87.633925)"
2450,2037 N Clybourn Ave,"(41.918607; -87.659986)"
6209,1463 W Chicago Ave,"(41.896022; -87.66472)"
5456,2251 W Lawrence Ave,"(41.968529; -87.68567)"
1183,1818 N Wells St,"(41.914912; -87.634949)"
2521,1551 N Damen Ave,"(41.909569; -87.677257)"
5318,10740 S Calhoun Ave,"(41.700168; -87.562148)"
941,1750 N Clark St,"(41.914113; -87.633633)"
3783,2005 W Roscoe St,"(41.943071; -87.67872)"
3732,101 W Randolph St,"(41.884418; -87.631019)"
3327,1800 W Lunt Ave,"(42.009089; -87.676002)"
2015,1641 S Allport St,"(41.859266; -87.65749)"
2426,20 S Clark St,"(41.881647; -87.631047)"
412,2100 W North Ave,"(41.910559; -87.680222)"
4843,1901 W Jackson Blvd,"(41.877381; -87.673853)"
5357,1147 W Ohio St,"(41.892046; -87.656321)"
664,1525 E 53rd St,"(41.799423; -87.588117)"
2173,2009 N Bissell St,"(41.918431; -87.651963)"
4146,2228 S Whipple St,"(41.851213; -87.701723)"
4614,2300 N Western Ave,"(41.923471; -87.687691)"
1482,15 W 69th St,"(41.769; -87.625759)"
1342,1737 W 18th St,"(41.856688; -87.669575)"
6392,190 N State St,"(41.885499; -87.628128)"
2318,211 E Chicago Ave,"(41.89665; -87.622085)"
5873,214 W Huron St,"(41.894918; -87.634484)"
1211,1935 N Damen Ave,"(41.91691; -87.677501)"
5911,1337 N Wells St,"(41.906867; -87.634403)"
2484,1845 W Cortland St,"(41.915867; -87.674261)"
347,1420 W Grace St,"(41.950705; -87.665392)"
1352,1608 W 21st Pl,"(41.853342; -87.667076)"
2992,1506 W Howard St,"(42.019541; -87.668616)"
1410,2 W 51st St,"(41.801975; -87.625942)"
6401,222 N LaSalle St,"(41.886297; -87.632506)"
4564,1611 E 53rd St,"(41.799448; -87.585975)"
2271,13000 S Carondolet Ave,"(41.65899; -87.549728)"
4033,11220 S Wallace St,"(41.690092; -87.637636)"
1213,2010 N Damen Ave,"(41.918097; -87.677807)"
1485,1949 E 71st St,"(41.765101; -87.576628)"
46,1556 E 56th St,"(41.793501; -87.586211)"
1226,1456 N Milwaukee Ave,"(41.908292; -87.674477)"
3678,2167 S Princeton Ave,"(41.853926; -87.635532)"
653,2133 N Rockwell St,"(41.920807; -87.692547)"
3401,100 S Michigan Ave,"(41.880788; -87.624512)"
6773,112 W Illinois St,"(41.890953; -87.631677)"
6194,1702 E 103rd St,"(41.708039; -87.577937)"
3991,10 S Wabash Ave,"(41.881482; -87.626258)"
789,2030 W North Ave,"(41.910573; -87.678391)"
4606,2014 W Belle Plaine Ave,"(41.9561; -87.679543)"
1344,1601 W 18th St,"(41.856817; -87.666241)"
4395,1734 N Orleans St,"(41.91334; -87.637596)"
1173,111 E Pearson St,"(41.897369; -87.625414)"
1501,1035 W 74th St,"(41.759532; -87.64991)"
4372,140 W Wacker Dr,"(41.887141; -87.632234)"
6951,1138 W Belmont Ave,"(41.939938; -87.658015)"
5338,116 W Elm St,"(41.903268; -87.631886)"
5464,2127 W Lawrence Ave,"(41.968585; -87.682735)"
7421,10538 S Torrence Ave,"(41.703509; -87.559797)"
225,2234 N Clark St,"(41.922751; -87.638943)"
4652,1000 n Lake Shore Dr,"(41.900856; -87.624306)"
6065,1013 W Armitage Ave,"(41.917943; -87.65386)"
2190,13700 S Brainard Ave,"(41.645198; -87.541845)"
2269,11800 S Calumet Ave,"(41.67973; -87.613989)"
4710,1044 N Francisco Ave,"(41.899824; -87.699444)"
3270,1026 W Leland Ave,"(41.967431; -87.65571)"
6116,1840 W North Ave,"(41.910662; -87.674069)"
1484,2044 E 71st St,"(41.766366; -87.575287)"
1529,1440 W 84th St,"(41.741472; -87.657876)"
1464,1200 E 63rd St,"(41.780621; -87.596033)"
2890,150 W Garfield Blvd,"(41.79476; -87.629295)"
3217,150 N LaSalle St,"(41.88455; -87.632509)"
1025,10 S Riverside Plz,"(41.881674; -87.638874)"
3800,1630 W School St,"(41.941577; -87.670064)"
5447,210 S Clark St,"(41.879069; -87.630914)"
2429,1 N Clark St,"(41.882059; -87.6308)"
4044,1001 W Washington Blvd,"(41.882961; -87.652195)"
2183,1655 S Blue Island Ave,"(41.858639; -87.66027)"
5240,2020 W Schiller St,"(41.907256; -87.678023)"
5034,2200 N Lincoln Ave,"(41.921936; -87.644131)"
5142,1330 W Chicago Ave,"(41.89629; -87.660619)"
7350,11142 S Halsted St,"(41.691544; -87.642598)"
145,1015 W Polk St,"(41.871736; -87.652019)"
769,1000 S Wabash Ave,"(41.869902; -87.626045)"
3475,1581 N Milwaukee Ave,"(41.910144; -87.676773)"
947,1151 S State St,"(41.868317; -87.627198)"
2145,1100 W Belmont Ave,"(41.939921; -87.656606)"
212,11020 S Kedzie Ave,"(41.692883; -87.701048)"
1220,1201 N Milwaukee Ave,"(41.903459; -87.666514)"
5249,1300 E 47th St,"(41.808808; -87.592871)"
7137,225 W Ohio St,"(41.892249; -87.634539)"
6295,10656 S Michigan Ave,"(41.700888; -87.621037)"
4481,1401 W Hollywood Ave,"(41.985351; -87.665398)"
2112,191 E Balbo Dr,"(41.873066; -87.62265)"
435,2001 N Point St,"(41.917712; -87.694038)"
5253,1600 E 56th St,"(41.793477; -87.585203)"
6705,1923 W Irving Park Rd,"(41.954048; -87.676905)"
2111,221 E Balbo Dr,"(41.873166; -87.622054)"
3173,1801 N Lake Shore Dr,"(41.917361; -87.628277)"
6011,1713 S Ashland Ave,"(41.858264; -87.666101)"
4435,12339 S Normal Ave,"(41.66988; -87.634246)"
5493,1814 W Irving Park Rd,"(41.95433; -87.674675)"
1215,2115 N Damen Ave,"(41.919804; -87.677508)"
6212,1468 N Milwaukee Ave,"(41.90847; -87.674753)"
2927,11101 S Hale Ave,"(41.691507; -87.670808)"
3641,11541 S Peoria St,"(41.68359; -87.645068)"
4367,2035 N Mobile Ave,"(41.916967; -87.782607)"
1417,1558 E 53rd St,"(41.799704; -87.586817)"
3782,2154 W Roscoe St,"(41.943297; -87.682555)"
195,1518 W Granville Ave,"(41.994582; -87.668292)"
5166,1415 E 70th St,"(41.767683; -87.590406)"
4183,1134 W 18th Pl,"(41.857437; -87.653805)"
1210,1924 N Damen Ave,"(41.916744; -87.677776)"
1408,132 E 51st St,"(41.80209; -87.622105)"
2323,2001 W Chicago Ave,"(41.895915; -87.677094)"
6029,2001 S Michigan Ave,"(41.855343; -87.623735)"
4943,1310 S Ashland Ave,"(41.864699; -87.666543)"
6572,1003 N Leavitt St,"(41.899628; -87.681865)"
6708,1669 N Milwaukee Ave,"(41.912059; -87.6799)"
5938,1433 W Chicago Ave,"(41.896005; -87.663715)"
3791,10714 S Sawyer Ave,"(41.699355; -87.702469)"
4014,180 N Wacker Dr,"(41.885355; -87.637142)"
35,212 N Sangamon St,"(41.885821; -87.651154)"
1287,1501 E 57th St,"(41.791467; -87.588852)"
3884,11132 S St; Lawrence Ave,"(41.69173; -87.608513)"
6094,1742 W 99th St,"(41.713004; -87.665855)"
1253,1755 W North Ave,"(41.910431; -87.671888)"
3960,10335 S Vincennes Ave,"(41.706016; -87.656118)"
5941,1119 W Cullerton St,"(41.855086; -87.653898)"
2452,1953 N Clybourn Ave,"(41.916846; -87.657664)"
5950,1635 N Damen Ave,"(41.911429; -87.677334)"
3329,1355 W Lunt Ave,"(42.009012; -87.664783)"
1489,2138 E 71st St,"(41.766389; -87.572974)"
3924,1459 W Taylor St,"(41.869198; -87.663029)"
7133,2034 W Irving Park Rd,"(41.954242; -87.680136)"
3967,225 N Wabash Ave,"(41.886028; -87.626083)"
5443,121 N LaSalle St,"(41.883913; -87.632314)"
2167,1121 W Berwyn Ave,"(41.978025; -87.658345)"
169,2221 N Western Ave,"(41.922311; -87.68738)"
1358,1900 W 23rd St,"(41.850506; -87.673483)"
4295,2101 W Chicago Ave,"(41.895751; -87.679767)"
2451,2198 N Clybourn Ave,"(41.921388; -87.664304)"
4660,1201 N Dearborn Pky,"(41.904144; -87.629814)"
2520,1520 N Damen Ave,"(41.908999; -87.677466)"
6140,12 S Michigan Ave,"(41.881866; -87.624658)"
2416,100 N Clark St,"(41.883306; -87.63097)"
6628,1614 W Irving Park Rd,"(41.954401; -87.669726)"
5816,1601 W Division St,"(41.903291; -87.6676)"
5462,1730 W Lawrence Ave,"(41.96898; -87.672147)"
3237,1041 W Lawrence Ave,"(41.968937; -87.656368)"
370,1520 S Wabash Ave,"(41.861407; -87.625839)"
6478,111 N Wabash Ave,"(41.883563; -87.626041)"
4454,10309 S Morgan St,"(41.706657; -87.647476)"
4154,1824 W Wilson Ave,"(41.965296; -87.675059)"
3153,100 E Lake St,"(41.885824; -87.624439)"
6437,2068 N Western Ave,"(41.919553; -87.687635)"
5278,200 E Randolph St,"(41.884545; -87.622196)"
4634,1000 N California Ave,"(41.899386; -87.696928)"
5235,2125 W Irving Park Rd,"(41.953968; -87.68211)"
2673,151 N Franklin St,"(41.884559; -87.635271)"
2373,211 N Clark St,"(41.885892; -87.630821)"
3697,2 N Pulaski Rd,"(41.880772; -87.725696)"
6211,119 N Peoria St,"(41.883651; -87.649521)"
447,1530 S State St,"(41.861311; -87.627539)"
4260,10545 S Ewing Ave,"(41.703728; -87.535083)"
7082,1919 E 71st St,"(41.76586; -87.578603)"
3311,2045 N Lincoln Park West W,"(41.919759; -87.636172)"
4254,10523 S Ewing Ave,"(41.70405; -87.535082)"
3512,1 W Monroe St,"(41.880644; -87.627934)"
6413,178 N Franklin St,"(41.885324; -87.635584)"
74,2161 N Western Ave,"(41.921534; -87.687387)"
3494,1200 N Milwaukee Ave,"(41.903371; -87.666624)"
5988,1843 S Carpenter St,"(41.8571; -87.652989)"
1540,1500 E 87th St,"(41.736969; -87.587714)"
5886,1536 N Wells St,"(41.909946; -87.63487)"
5828,2236 W Lawrence Ave,"(41.968794; -87.685487)"
4106,11101 S Western Ave,"(41.691665; -87.681022)"
993,1533 W Superior St,"(41.895037; -87.666216)"
3643,2011 W Pershing Rd,"(41.822989; -87.67548)"
1392,1150 E 44th St,"(41.814697; -87.598006)"
2535,1344 N Dean St,"(41.907; -87.670852)"
4940,1443 N Ogden Ave,"(41.907093; -87.646018)"
5339,1329 W Wilson Ave,"(41.965181; -87.663385)"
5043,1120 N Ashland Ave,"(41.901964; -87.667656)"
2397,2001 N Clark St,"(41.918511; -87.636035)"
1319,107 W 111th St,"(41.691502; -87.626123)"
